"","year","gender","count","country","gdp","pop"
"741",2012,"Men",1,"Thailand",397558094269.877,67843979
"742",2012,"Women",3,"Thailand",397558094269.877,67843979
"743",2012,"Women",1,"Tajikistan",7633049792.09321,7995062
"744",2012,"Women",2,"Taiwan",NA,NA
"745",2012,"Men",10,"Trinidad and Tobago",25622915889.0133,1341588
"746",2012,"Men",2,"Tunisia",45044112939.3687,10886668
"747",2012,"Women",1,"Tunisia",45044112939.3687,10886668
"748",2012,"Men",2,"Turkey",873982246102.45,74569867
"749",2012,"Women",2,"Turkey",873982246102.45,74569867
"750",2012,"Men",1,"Uganda",23114293018.5101,36306796
"751",2012,"Men",9,"Ukraine",175781379051.433,45593300
"752",2012,"Women",16,"Ukraine",175781379051.433,45593300
"753",2012,"Men",88,"United States",1.6155255e+13,313993272
"754",2012,"Women",162,"United States",1.6155255e+13,313993272
"755",2012,"Men",3,"Uzbekistan",51821573338.1312,29774500
"756",2012,"Men",1,"Venezuela",381286237847.667,29893080
