"","year","sport","count","country","gdp","pop"
"446",1996,"Baseball",20,"Japan",4833712542207.1,125757000
"447",1996,"Cycling",1,"Japan",4833712542207.1,125757000
"448",1996,"Judo",8,"Japan",4833712542207.1,125757000
"449",1996,"Sailing",2,"Japan",4833712542207.1,125757000
"450",1996,"Wrestling",1,"Japan",4833712542207.1,125757000
"451",1996,"Boxing",4,"Kazakhstan",21035357832.8019,15577894
"452",1996,"Modern Pentathlon",1,"Kazakhstan",21035357832.8019,15577894
"453",1996,"Shooting",3,"Kazakhstan",21035357832.8019,15577894
"454",1996,"Weightlifting",1,"Kazakhstan",21035357832.8019,15577894
"455",1996,"Wrestling",2,"Kazakhstan",21035357832.8019,15577894
"456",1996,"Athletics",8,"Kenya",12045858436.2399,28147734
"457",1996,"Archery",8,"South Korea",598099073901.423,45524681
"458",1996,"Athletics",1,"South Korea",598099073901.423,45524681
"459",1996,"Badminton",7,"South Korea",598099073901.423,45524681
"460",1996,"Boxing",1,"South Korea",598099073901.423,45524681
"461",1996,"Gymnastics",1,"South Korea",598099073901.423,45524681
"462",1996,"Handball",16,"South Korea",598099073901.423,45524681
"463",1996,"Hockey",16,"South Korea",598099073901.423,45524681
"464",1996,"Judo",8,"South Korea",598099073901.423,45524681
"465",1996,"Table Tennis",4,"South Korea",598099073901.423,45524681
"466",1996,"Wrestling",4,"South Korea",598099073901.423,45524681
"467",1996,"Canoe / Kayak",1,"Latvia",5970044665.64574,2457222
"468",1996,"Basketball",12,"Lithuania",8385109020.28485,3601613
"469",1996,"Athletics",2,"Morocco",43161452678.4383,27460603
"470",1996,"Badminton",3,"Malaysia",100854996422.609,21023321
"471",1996,"Canoe / Kayak",2,"Moldova",1695130456.52174,3667748
"472",1996,"Wrestling",1,"Moldova",1695130456.52174,3667748
"473",1996,"Athletics",1,"Mexico",410975595310.156,95687452
"474",1996,"Judo",1,"Mongolia",1345719472.35883,2316567
"475",1996,"Athletics",1,"Mozambique",3523842274.89662,16248232
"476",1996,"Athletics",2,"Namibia",3945340776.40546,1706489
"477",1996,"Aquatics",2,"Netherlands",445704575163.399,15530498
"478",1996,"Cycling",3,"Netherlands",445704575163.399,15530498
"479",1996,"Equestrian",6,"Netherlands",445704575163.399,15530498
"480",1996,"Hockey",32,"Netherlands",445704575163.399,15530498
"481",1996,"Judo",3,"Netherlands",445704575163.399,15530498
"482",1996,"Rowing",13,"Netherlands",445704575163.399,15530498
"483",1996,"Sailing",2,"Netherlands",445704575163.399,15530498
"484",1996,"Volleyball",12,"Netherlands",445704575163.399,15530498
"485",1996,"Athletics",7,"Nigeria",34987951375,110732904
"486",1996,"Boxing",1,"Nigeria",34987951375,110732904
"487",1996,"Football",18,"Nigeria",34987951375,110732904
"488",1996,"Athletics",2,"Norway",163517783497.163,4381336
"489",1996,"Canoe / Kayak",2,"Norway",163517783497.163,4381336
"490",1996,"Football",18,"Norway",163517783497.163,4381336
"491",1996,"Rowing",2,"Norway",163517783497.163,4381336
"492",1996,"Sailing",1,"Norway",163517783497.163,4381336
"493",1996,"Aquatics",2,"New Zealand",70140835299.0148,3732000
"494",1996,"Equestrian",6,"New Zealand",70140835299.0148,3732000
"495",1996,"Sailing",1,"New Zealand",70140835299.0148,3732000
"496",1996,"Boxing",1,"Philippines",82848140618.0266,71446107
"497",1996,"Archery",3,"Poland",159942880456.956,38624370
"498",1996,"Athletics",2,"Poland",159942880456.956,38624370
"499",1996,"Canoe / Kayak",1,"Poland",159942880456.956,38624370
"500",1996,"Fencing",3,"Poland",159942880456.956,38624370
"501",1996,"Judo",2,"Poland",159942880456.956,38624370
"502",1996,"Sailing",1,"Poland",159942880456.956,38624370
"503",1996,"Shooting",3,"Poland",159942880456.956,38624370
"504",1996,"Weightlifting",1,"Poland",159942880456.956,38624370
"505",1996,"Wrestling",5,"Poland",159942880456.956,38624370
"506",1996,"Athletics",1,"Portugal",122629812841.175,10063945
"507",1996,"Sailing",2,"Portugal",122629812841.175,10063945
"508",1996,"Judo",1,"North Korea",NA,22113548
"509",1996,"Weightlifting",2,"North Korea",NA,22113548
"510",1996,"Wrestling",2,"North Korea",NA,22113548
"511",1996,"Boxing",1,"Puerto Rico",45340835000,3724655
"512",1996,"Athletics",1,"Romania",37182938696.0752,22619004
"513",1996,"Boxing",2,"Romania",37182938696.0752,22619004
"514",1996,"Canoe / Kayak",4,"Romania",37182938696.0752,22619004
"515",1996,"Fencing",4,"Romania",37182938696.0752,22619004
"516",1996,"Gymnastics",15,"Romania",37182938696.0752,22619004
"517",1996,"Rowing",11,"Romania",37182938696.0752,22619004
"518",1996,"Weightlifting",1,"Romania",37182938696.0752,22619004
"519",1996,"Aquatics",3,"South Africa",147607982694.857,42898520
"520",1996,"Athletics",2,"South Africa",147607982694.857,42898520
"521",1996,"Aquatics",21,"Russia",391719993756.828,148160042
"522",1996,"Athletics",10,"Russia",391719993756.828,148160042
"523",1996,"Boxing",4,"Russia",391719993756.828,148160042
"524",1996,"Canoe / Kayak",4,"Russia",391719993756.828,148160042
"525",1996,"Cycling",5,"Russia",391719993756.828,148160042
"526",1996,"Fencing",15,"Russia",391719993756.828,148160042
"527",1996,"Gymnastics",27,"Russia",391719993756.828,148160042
"528",1996,"Modern Pentathlon",1,"Russia",391719993756.828,148160042
"529",1996,"Rowing",9,"Russia",391719993756.828,148160042
"530",1996,"Sailing",3,"Russia",391719993756.828,148160042
"531",1996,"Shooting",6,"Russia",391719993756.828,148160042
"532",1996,"Weightlifting",3,"Russia",391719993756.828,148160042
"533",1996,"Wrestling",7,"Russia",391719993756.828,148160042
"534",1996,"Athletics",1,"Slovenia",21480023016.9972,1988628
"535",1996,"Canoe / Kayak",1,"Slovenia",21480023016.9972,1988628
"536",1996,"Canoe / Kayak",4,"Switzerland",330091688349.515,7071850
"537",1996,"Cycling",2,"Switzerland",330091688349.515,7071850
"538",1996,"Equestrian",1,"Switzerland",330091688349.515,7071850
"539",1996,"Gymnastics",1,"Switzerland",330091688349.515,7071850
"540",1996,"Rowing",3,"Switzerland",330091688349.515,7071850
"541",1996,"Canoe / Kayak",2,"Slovakia",27821913814.9556,5373361
"542",1996,"Shooting",1,"Slovakia",27821913814.9556,5373361
"543",1996,"Aquatics",4,"Sweden",288103936773.039,8840998
"544",1996,"Archery",1,"Sweden",288103936773.039,8840998
"545",1996,"Athletics",1,"Sweden",288103936773.039,8840998
"546",1996,"Canoe / Kayak",6,"Sweden",288103936773.039,8840998
"547",1996,"Handball",16,"Sweden",288103936773.039,8840998
"548",1996,"Sailing",2,"Sweden",288103936773.039,8840998
"549",1996,"Wrestling",1,"Sweden",288103936773.039,8840998
"550",1996,"Athletics",1,"Syria",13789560878.2435,14755286
"551",1996,"Boxing",1,"Tonga",219583570.094975,96369
"552",1996,"Boxing",2,"Thailand",183035154107.494,60151472
"553",1996,"Table Tennis",1,"Taiwan",NA,NA
"554",1996,"Athletics",2,"Trinidad and Tobago",5759537726.26601,1258364
"555",1996,"Boxing",1,"Tunisia",19587322786.1105,9256037
"556",1996,"Boxing",1,"Turkey",181475555282.555,59423208
"557",1996,"Weightlifting",2,"Turkey",181475555282.555,59423208
"558",1996,"Wrestling",3,"Turkey",181475555282.555,59423208
"559",1996,"Athletics",1,"Uganda",6044585326.938,21202118
"560",1996,"Archery",1,"Ukraine",44558077827.135,51057189
"561",1996,"Athletics",4,"Ukraine",44558077827.135,51057189
"562",1996,"Boxing",2,"Ukraine",44558077827.135,51057189
"563",1996,"Gymnastics",13,"Ukraine",44558077827.135,51057189
"564",1996,"Rowing",4,"Ukraine",44558077827.135,51057189
"565",1996,"Sailing",4,"Ukraine",44558077827.135,51057189
"566",1996,"Weightlifting",2,"Ukraine",44558077827.135,51057189
"567",1996,"Wrestling",4,"Ukraine",44558077827.135,51057189
"568",1996,"Aquatics",72,"United States",8.100201e+12,269394000
"569",1996,"Archery",4,"United States",8.100201e+12,269394000
"570",1996,"Athletics",39,"United States",8.100201e+12,269394000
"571",1996,"Baseball",20,"United States",8.100201e+12,269394000
"572",1996,"Basketball",24,"United States",8.100201e+12,269394000
"573",1996,"Boxing",6,"United States",8.100201e+12,269394000
"574",1996,"Canoe / Kayak",1,"United States",8.100201e+12,269394000
"575",1996,"Cycling",3,"United States",8.100201e+12,269394000
"576",1996,"Equestrian",13,"United States",8.100201e+12,269394000
"577",1996,"Football",16,"United States",8.100201e+12,269394000
"578",1996,"Gymnastics",11,"United States",8.100201e+12,269394000
"579",1996,"Judo",1,"United States",8.100201e+12,269394000
"580",1996,"Rowing",12,"United States",8.100201e+12,269394000
"581",1996,"Sailing",4,"United States",8.100201e+12,269394000
"582",1996,"Shooting",3,"United States",8.100201e+12,269394000
"583",1996,"Softball",15,"United States",8.100201e+12,269394000
"584",1996,"Tennis",4,"United States",8.100201e+12,269394000
"585",1996,"Volleyball",4,"United States",8.100201e+12,269394000
"586",1996,"Wrestling",8,"United States",8.100201e+12,269394000
"587",1996,"Boxing",1,"Uzbekistan",13948892215.5689,23225000
"588",1996,"Judo",1,"Uzbekistan",13948892215.5689,23225000
"589",1996,"Basketball",12,"Yugoslavia",NA,NA
"590",1996,"Shooting",2,"Yugoslavia",NA,NA
"591",1996,"Volleyball",12,"Yugoslavia",NA,NA
"592",1996,"Athletics",1,"Zambia",3597220962.00017,9394304
"593",2000,"Athletics",4,"Algeria",54790245600.5846,31183660
"594",2000,"Athletics",4,"Algeria",54790245600.5846,31183660
"595",2000,"Boxing",1,"Algeria",54790245600.5846,31183660
"596",2000,"Boxing",1,"Algeria",54790245600.5846,31183660
"597",2000,"Hockey",16,"Argentina",284203750000,37057452
"598",2000,"Sailing",4,"Argentina",284203750000,37057452
"599",2000,"Weightlifting",1,"Armenia",1911563665.39006,3069588
"600",2000,"Aquatics",63,"Australia",415034227218.489,19153000
"601",2000,"Archery",1,"Australia",415034227218.489,19153000
"602",2000,"Athletics",3,"Australia",415034227218.489,19153000
"603",2000,"Basketball",12,"Australia",415034227218.489,19153000
"604",2000,"Canoe / Kayak",3,"Australia",415034227218.489,19153000
"605",2000,"Cycling",9,"Australia",415034227218.489,19153000
"606",2000,"Equestrian",5,"Australia",415034227218.489,19153000
"607",2000,"Gymnastics",1,"Australia",415034227218.489,19153000
"608",2000,"Hockey",32,"Australia",415034227218.489,19153000
"609",2000,"Judo",1,"Australia",415034227218.489,19153000
"610",2000,"Rowing",21,"Australia",415034227218.489,19153000
"611",2000,"Sailing",7,"Australia",415034227218.489,19153000
"612",2000,"Shooting",3,"Australia",415034227218.489,19153000
"613",2000,"Softball",15,"Australia",415034227218.489,19153000
"614",2000,"Taekwondo",2,"Australia",415034227218.489,19153000
"615",2000,"Tennis",2,"Australia",415034227218.489,19153000
"616",2000,"Triathlon",1,"Australia",415034227218.489,19153000
"617",2000,"Volleyball",2,"Australia",415034227218.489,19153000
"618",2000,"Athletics",1,"Austria",196799778883.361,8011566
"619",2000,"Sailing",3,"Austria",196799778883.361,8011566
"620",2000,"Boxing",1,"Azerbaijan",5272617196.04517,8048600
"621",2000,"Shooting",1,"Azerbaijan",5272617196.04517,8048600
"622",2000,"Wrestling",1,"Azerbaijan",5272617196.04517,8048600
"623",2000,"Athletics",6,"Bahamas",8076470000,297890
"624",2000,"Athletics",1,"Barbados",3121500000,269847
"625",2000,"Cycling",3,"Belgium",237904919845.218,10251250
"626",2000,"Judo",2,"Belgium",237904919845.218,10251250
"627",2000,"Tennis",2,"Belgium",237904919845.218,10251250
"628",2000,"Athletics",5,"Belarus",12736856827.9847,9979610
"629",2000,"Gymnastics",7,"Belarus",12736856827.9847,9979610
"630",2000,"Judo",1,"Belarus",12736856827.9847,9979610
"631",2000,"Modern Pentathlon",1,"Belarus",12736856827.9847,9979610
"632",2000,"Rowing",1,"Belarus",12736856827.9847,9979610
"633",2000,"Shooting",4,"Belarus",12736856827.9847,9979610
"634",2000,"Weightlifting",2,"Belarus",12736856827.9847,9979610
"635",2000,"Wrestling",1,"Belarus",12736856827.9847,9979610
"636",2000,"Aquatics",4,"Brazil",655420645476.906,175287587
"637",2000,"Athletics",5,"Brazil",655420645476.906,175287587
"638",2000,"Basketball",12,"Brazil",655420645476.906,175287587
"639",2000,"Equestrian",4,"Brazil",655420645476.906,175287587
"640",2000,"Judo",2,"Brazil",655420645476.906,175287587
"641",2000,"Sailing",3,"Brazil",655420645476.906,175287587
"642",2000,"Volleyball",18,"Brazil",655420645476.906,175287587
"643",2000,"Athletics",1,"Bulgaria",13153016530.8718,8170172
"644",2000,"Canoe / Kayak",2,"Bulgaria",13153016530.8718,8170172
"645",2000,"Gymnastics",2,"Bulgaria",13153016530.8718,8170172
"646",2000,"Rowing",1,"Bulgaria",13153016530.8718,8170172
"647",2000,"Shooting",2,"Bulgaria",13153016530.8718,8170172
"648",2000,"Weightlifting",3,"Bulgaria",13153016530.8718,8170172
"649",2000,"Wrestling",2,"Bulgaria",13153016530.8718,8170172
"650",2000,"Aquatics",12,"Canada",742293448252.643,30769700
"651",2000,"Canoe / Kayak",2,"Canada",742293448252.643,30769700
"652",2000,"Gymnastics",2,"Canada",742293448252.643,30769700
"653",2000,"Judo",1,"Canada",742293448252.643,30769700
"654",2000,"Rowing",9,"Canada",742293448252.643,30769700
"655",2000,"Taekwondo",1,"Canada",742293448252.643,30769700
"656",2000,"Tennis",2,"Canada",742293448252.643,30769700
"657",2000,"Triathlon",1,"Canada",742293448252.643,30769700
"658",2000,"Wrestling",1,"Canada",742293448252.643,30769700
"659",2000,"Football",18,"Chile",77860932151.8471,15262754
"660",2000,"Aquatics",14,"China",1211346869605.24,1262645000
"661",2000,"Athletics",1,"China",1211346869605.24,1262645000
"662",2000,"Badminton",12,"China",1211346869605.24,1262645000
"663",2000,"Cycling",1,"China",1211346869605.24,1262645000
"664",2000,"Fencing",6,"China",1211346869605.24,1262645000
"665",2000,"Gymnastics",12,"China",1211346869605.24,1262645000
"666",2000,"Judo",4,"China",1211346869605.24,1262645000
"667",2000,"Shooting",8,"China",1211346869605.24,1262645000
"668",2000,"Table Tennis",12,"China",1211346869605.24,1262645000
"669",2000,"Taekwondo",1,"China",1211346869605.24,1262645000
"670",2000,"Weightlifting",7,"China",1211346869605.24,1262645000
"671",2000,"Wrestling",1,"China",1211346869605.24,1262645000
"672",2000,"Football",18,"Cameroon",10083937740.0624,15274234
"673",2000,"Weightlifting",1,"Colombia",99886577330.7271,40403958
"674",2000,"Aquatics",2,"Costa Rica",14949514585.1585,3925443
"675",2000,"Rowing",9,"Croatia",21774273832.1031,4426000
"676",2000,"Weightlifting",1,"Croatia",21774273832.1031,4426000
"677",2000,"Athletics",9,"Cuba",30565400000,11150736
"678",2000,"Baseball",24,"Cuba",30565400000,11150736
"679",2000,"Boxing",6,"Cuba",30565400000,11150736
"680",2000,"Canoe / Kayak",3,"Cuba",30565400000,11150736
"681",2000,"Fencing",3,"Cuba",30565400000,11150736
"682",2000,"Judo",5,"Cuba",30565400000,11150736
"683",2000,"Taekwondo",2,"Cuba",30565400000,11150736
"684",2000,"Volleyball",12,"Cuba",30565400000,11150736
"685",2000,"Wrestling",5,"Cuba",30565400000,11150736
"686",2000,"Athletics",2,"Czech Republic",61649492816.5201,10255063
"687",2000,"Boxing",1,"Czech Republic",61649492816.5201,10255063
"688",2000,"Canoe / Kayak",3,"Czech Republic",61649492816.5201,10255063
"689",2000,"Shooting",2,"Czech Republic",61649492816.5201,10255063
"690",2000,"Triathlon",1,"Czech Republic",61649492816.5201,10255063
"691",2000,"Athletics",1,"Denmark",164158800460.219,5339616
"692",2000,"Badminton",1,"Denmark",164158800460.219,5339616
"693",2000,"Handball",15,"Denmark",164158800460.219,5339616
"694",2000,"Rowing",4,"Denmark",164158800460.219,5339616
"695",2000,"Sailing",3,"Denmark",164158800460.219,5339616
"696",2000,"Shooting",1,"Denmark",164158800460.219,5339616
"697",2000,"Aquatics",1,"Spain",595402616546.895,40567864
"698",2000,"Athletics",1,"Spain",595402616546.895,40567864
"699",2000,"Boxing",1,"Spain",595402616546.895,40567864
"700",2000,"Cycling",2,"Spain",595402616546.895,40567864
"701",2000,"Football",18,"Spain",595402616546.895,40567864
"702",2000,"Gymnastics",1,"Spain",595402616546.895,40567864
"703",2000,"Handball",15,"Spain",595402616546.895,40567864
"704",2000,"Judo",1,"Spain",595402616546.895,40567864
"705",2000,"Taekwondo",1,"Spain",595402616546.895,40567864
"706",2000,"Tennis",2,"Spain",595402616546.895,40567864
"707",2000,"Athletics",1,"Estonia",5685774808.80862,1396985
"708",2000,"Judo",2,"Estonia",5685774808.80862,1396985
"709",2000,"Athletics",8,"Ethiopia",8242392103.68061,66537331
"710",2000,"Athletics",1,"Finland",125539893126.958,5176209
"711",2000,"Sailing",2,"Finland",125539893126.958,5176209
"712",2000,"Shooting",1,"Finland",125539893126.958,5176209
"713",2000,"Wrestling",1,"Finland",125539893126.958,5176209
"714",2000,"Aquatics",3,"France",1362248940482.77,60912500
"715",2000,"Basketball",12,"France",1362248940482.77,60912500
"716",2000,"Boxing",2,"France",1362248940482.77,60912500
"717",2000,"Canoe / Kayak",3,"France",1362248940482.77,60912500
"718",2000,"Cycling",10,"France",1362248940482.77,60912500
"719",2000,"Fencing",14,"France",1362248940482.77,60912500
"720",2000,"Gymnastics",2,"France",1362248940482.77,60912500
"721",2000,"Judo",6,"France",1362248940482.77,60912500
"722",2000,"Rowing",8,"France",1362248940482.77,60912500
"723",2000,"Shooting",2,"France",1362248940482.77,60912500
"724",2000,"Table Tennis",2,"France",1362248940482.77,60912500
"725",2000,"Taekwondo",1,"France",1362248940482.77,60912500
"726",2000,"Tennis",1,"France",1362248940482.77,60912500
"727",2000,"Athletics",6,"United Kingdom",1647951278559.54,58892514
"728",2000,"Badminton",2,"United Kingdom",1647951278559.54,58892514
"729",2000,"Boxing",1,"United Kingdom",1647951278559.54,58892514
"730",2000,"Canoe / Kayak",2,"United Kingdom",1647951278559.54,58892514
"731",2000,"Cycling",11,"United Kingdom",1647951278559.54,58892514
"732",2000,"Equestrian",4,"United Kingdom",1647951278559.54,58892514
"733",2000,"Judo",1,"United Kingdom",1647951278559.54,58892514
"734",2000,"Modern Pentathlon",2,"United Kingdom",1647951278559.54,58892514
"735",2000,"Rowing",17,"United Kingdom",1647951278559.54,58892514
"736",2000,"Sailing",7,"United Kingdom",1647951278559.54,58892514
"737",2000,"Shooting",2,"United Kingdom",1647951278559.54,58892514
"738",2000,"Boxing",1,"Georgia",3057453482.55826,4418300
"739",2000,"Judo",1,"Georgia",3057453482.55826,4418300
"740",2000,"Weightlifting",1,"Georgia",3057453482.55826,4418300
"741",2000,"Wrestling",3,"Georgia",3057453482.55826,4418300
"742",2000,"Aquatics",14,"Germany",1949953934033.54,82211508
"743",2000,"Archery",3,"Germany",1949953934033.54,82211508
"744",2000,"Athletics",5,"Germany",1949953934033.54,82211508
"745",2000,"Boxing",1,"Germany",1949953934033.54,82211508
"746",2000,"Canoe / Kayak",17,"Germany",1949953934033.54,82211508
"747",2000,"Cycling",14,"Germany",1949953934033.54,82211508
"748",2000,"Equestrian",10,"Germany",1949953934033.54,82211508
"749",2000,"Fencing",9,"Germany",1949953934033.54,82211508
"750",2000,"Football",18,"Germany",1949953934033.54,82211508
"751",2000,"Judo",1,"Germany",1949953934033.54,82211508
"752",2000,"Rowing",14,"Germany",1949953934033.54,82211508
"753",2000,"Sailing",6,"Germany",1949953934033.54,82211508
"754",2000,"Taekwondo",1,"Germany",1949953934033.54,82211508
"755",2000,"Tennis",1,"Germany",1949953934033.54,82211508
"756",2000,"Triathlon",1,"Germany",1949953934033.54,82211508
"757",2000,"Volleyball",2,"Germany",1949953934033.54,82211508
"758",2000,"Weightlifting",2,"Germany",1949953934033.54,82211508
"759",2000,"Athletics",4,"Greece",130133845771.144,10805808
"760",2000,"Gymnastics",7,"Greece",130133845771.144,10805808
"761",2000,"Taekwondo",1,"Greece",130133845771.144,10805808
"762",2000,"Weightlifting",5,"Greece",130133845771.144,10805808
"763",2000,"Wrestling",1,"Greece",130133845771.144,10805808
"764",2000,"Aquatics",14,"Hungary",47310623887.2319,10210971
"765",2000,"Boxing",1,"Hungary",47310623887.2319,10210971
"766",2000,"Canoe / Kayak",17,"Hungary",47310623887.2319,10210971
"767",2000,"Fencing",1,"Hungary",47310623887.2319,10210971
"768",2000,"Gymnastics",1,"Hungary",47310623887.2319,10210971
"769",2000,"Handball",15,"Hungary",47310623887.2319,10210971
"770",2000,"Modern Pentathlon",1,"Hungary",47310623887.2319,10210971
"771",2000,"Shooting",1,"Hungary",47310623887.2319,10210971
"772",2000,"Weightlifting",1,"Hungary",47310623887.2319,10210971
"773",2000,"Wrestling",1,"Hungary",47310623887.2319,10210971
"774",2000,"Badminton",5,"Indonesia",165021012077.81,211540429
"775",2000,"Weightlifting",3,"Indonesia",165021012077.81,211540429
"776",2000,"Weightlifting",1,"India",462146799337.698,1053050912
"777",2000,"Taekwondo",1,"Iran",109591707802.23,66131854
"778",2000,"Weightlifting",2,"Iran",109591707802.23,66131854
"779",2000,"Wrestling",1,"Iran",109591707802.23,66131854
"780",2000,"Athletics",1,"Ireland",99853528653.0311,3805174
"781",2000,"Athletics",1,"Iceland",8927140438.33316,281205
"782",2000,"Canoe / Kayak",1,"Israel",132339311284.428,6289000
"783",2000,"Aquatics",6,"Italy",1141759996314.72,56942108
"784",2000,"Archery",3,"Italy",1141759996314.72,56942108
"785",2000,"Athletics",2,"Italy",1141759996314.72,56942108
"786",2000,"Boxing",1,"Italy",1141759996314.72,56942108
"787",2000,"Canoe / Kayak",4,"Italy",1141759996314.72,56942108
"788",2000,"Cycling",4,"Italy",1141759996314.72,56942108
"789",2000,"Fencing",13,"Italy",1141759996314.72,56942108
"790",2000,"Judo",4,"Italy",1141759996314.72,56942108
"791",2000,"Rowing",12,"Italy",1141759996314.72,56942108
"792",2000,"Sailing",2,"Italy",1141759996314.72,56942108
"793",2000,"Shooting",2,"Italy",1141759996314.72,56942108
"794",2000,"Volleyball",12,"Italy",1141759996314.72,56942108
"795",2000,"Athletics",23,"Jamaica",8985352831.94058,2656864
"796",2000,"Aquatics",17,"Japan",4887519660744.86,126843000
"797",2000,"Athletics",1,"Japan",4887519660744.86,126843000
"798",2000,"Judo",8,"Japan",4887519660744.86,126843000
"799",2000,"Softball",15,"Japan",4887519660744.86,126843000
"800",2000,"Taekwondo",1,"Japan",4887519660744.86,126843000
"801",2000,"Wrestling",1,"Japan",4887519660744.86,126843000
"802",2000,"Athletics",1,"Kazakhstan",18291990619.137,14883626
"803",2000,"Boxing",4,"Kazakhstan",18291990619.137,14883626
"804",2000,"Cycling",1,"Kazakhstan",18291990619.137,14883626
"805",2000,"Wrestling",1,"Kazakhstan",18291990619.137,14883626
"806",2000,"Athletics",7,"Kenya",12705357103.0056,31450483
"807",2000,"Judo",1,"Kyrgyzstan",1369693171.43504,4898400
"808",2000,"Archery",9,"South Korea",561633125839.994,47008111
"809",2000,"Badminton",4,"South Korea",561633125839.994,47008111
"810",2000,"Baseball",24,"South Korea",561633125839.994,47008111
"811",2000,"Fencing",2,"South Korea",561633125839.994,47008111
"812",2000,"Gymnastics",2,"South Korea",561633125839.994,47008111
"813",2000,"Hockey",16,"South Korea",561633125839.994,47008111
"814",2000,"Judo",5,"South Korea",561633125839.994,47008111
"815",2000,"Shooting",1,"South Korea",561633125839.994,47008111
"816",2000,"Table Tennis",2,"South Korea",561633125839.994,47008111
"817",2000,"Taekwondo",4,"South Korea",561633125839.994,47008111
"818",2000,"Wrestling",4,"South Korea",561633125839.994,47008111
"819",2000,"Athletics",1,"Saudi Arabia",189514926213.333,20764312
"820",2000,"Equestrian",1,"Saudi Arabia",189514926213.333,20764312
"821",2000,"Shooting",1,"Kuwait",37711864406.7797,2050741
"822",2000,"Athletics",1,"Latvia",7937758980.30127,2367550
"823",2000,"Gymnastics",1,"Latvia",7937758980.30127,2367550
"824",2000,"Judo",1,"Latvia",7937758980.30127,2367550
"825",2000,"Athletics",1,"Lithuania",11539211480.3625,3499536
"826",2000,"Basketball",12,"Lithuania",11539211480.3625,3499536
"827",2000,"Cycling",1,"Lithuania",11539211480.3625,3499536
"828",2000,"Rowing",2,"Lithuania",11539211480.3625,3499536
"829",2000,"Shooting",1,"Lithuania",11539211480.3625,3499536
"830",2000,"Athletics",4,"Morocco",38857251336.3448,28849621
"831",2000,"Boxing",1,"Morocco",38857251336.3448,28849621
"832",2000,"Boxing",1,"Moldova",1288429150.51394,3639592
"833",2000,"Shooting",1,"Moldova",1288429150.51394,3639592
"834",2000,"Aquatics",1,"Mexico",707906744574.644,101719673
"835",2000,"Athletics",2,"Mexico",707906744574.644,101719673
"836",2000,"Boxing",1,"Mexico",707906744574.644,101719673
"837",2000,"Taekwondo",1,"Mexico",707906744574.644,101719673
"838",2000,"Weightlifting",1,"Mexico",707906744574.644,101719673
"839",2000,"Wrestling",1,"Macedonia",3772851420.24763,2034819
"840",2000,"Athletics",1,"Mozambique",5016469068.50898,18067687
"841",2000,"Aquatics",16,"Netherlands",412807259996.315,15925513
"842",2000,"Archery",1,"Netherlands",412807259996.315,15925513
"843",2000,"Cycling",4,"Netherlands",412807259996.315,15925513
"844",2000,"Equestrian",7,"Netherlands",412807259996.315,15925513
"845",2000,"Hockey",32,"Netherlands",412807259996.315,15925513
"846",2000,"Judo",1,"Netherlands",412807259996.315,15925513
"847",2000,"Rowing",15,"Netherlands",412807259996.315,15925513
"848",2000,"Sailing",1,"Netherlands",412807259996.315,15925513
"849",2000,"Tennis",2,"Netherlands",412807259996.315,15925513
"850",2000,"Athletics",7,"Nigeria",46386011231.37,122352009
"851",2000,"Weightlifting",1,"Nigeria",46386011231.37,122352009
"852",2000,"Athletics",2,"Norway",171315639982.731,4490967
"853",2000,"Canoe / Kayak",2,"Norway",171315639982.731,4490967
"854",2000,"Football",18,"Norway",171315639982.731,4490967
"855",2000,"Handball",15,"Norway",171315639982.731,4490967
"856",2000,"Rowing",2,"Norway",171315639982.731,4490967
"857",2000,"Sailing",3,"Norway",171315639982.731,4490967
"858",2000,"Shooting",1,"Norway",171315639982.731,4490967
"859",2000,"Taekwondo",1,"Norway",171315639982.731,4490967
"860",2000,"Equestrian",1,"New Zealand",52622842840.2055,3857700
"861",2000,"Rowing",1,"New Zealand",52622842840.2055,3857700
"862",2000,"Sailing",2,"New Zealand",52622842840.2055,3857700
"863",2000,"Athletics",4,"Poland",171885598582.637,38258629
"864",2000,"Canoe / Kayak",10,"Poland",171885598582.637,38258629
"865",2000,"Fencing",4,"Poland",171885598582.637,38258629
"866",2000,"Gymnastics",1,"Poland",171885598582.637,38258629
"867",2000,"Rowing",2,"Poland",171885598582.637,38258629
"868",2000,"Shooting",1,"Poland",171885598582.637,38258629
"869",2000,"Weightlifting",2,"Poland",171885598582.637,38258629
"870",2000,"Athletics",1,"Portugal",118358489957.619,10289898
"871",2000,"Judo",1,"Portugal",118358489957.619,10289898
"872",2000,"Boxing",1,"North Korea",NA,22929075
"873",2000,"Judo",1,"North Korea",NA,22929075
"874",2000,"Weightlifting",1,"North Korea",NA,22929075
"875",2000,"Wrestling",1,"North Korea",NA,22929075
"876",2000,"Weightlifting",1,"Qatar",17759890109.8901,592267
"877",2000,"Aquatics",4,"Romania",37438527799.5302,22442971
"878",2000,"Athletics",5,"Romania",37438527799.5302,22442971
"879",2000,"Boxing",2,"Romania",37438527799.5302,22442971
"880",2000,"Canoe / Kayak",8,"Romania",37438527799.5302,22442971
"881",2000,"Fencing",1,"Romania",37438527799.5302,22442971
"882",2000,"Gymnastics",11,"Romania",37438527799.5302,22442971
"883",2000,"Judo",1,"Romania",37438527799.5302,22442971
"884",2000,"Rowing",13,"Romania",37438527799.5302,22442971
"885",2000,"Shooting",1,"Romania",37438527799.5302,22442971
