"","year","count","country","gdp","pop","host","comm_soviet"
"448",2012,69,"Netherlands",828946812396.788,16754962,0,"0"
"449",2012,17,"Norway",510229136226.902,5018573,0,"0"
"450",2012,26,"New Zealand",176192886551.397,4408100,0,"0"
"451",2012,12,"Poland",500360816827.883,38063164,0,"1"
"452",2012,2,"Portugal",216368178659.447,10514844,0,"0"
"453",2012,6,"North Korea",NA,24854034,0,"1"
"454",2012,2,"Puerto Rico",101564800000,3634488,0,NA
"455",2012,2,"Qatar",186833516483.516,2109568,0,"0"
"456",2012,16,"Romania",171664638717.49,20058035,0,"1"
"457",2012,9,"South Africa",396332702639.496,52998213,0,"0"
"458",2012,130,"Russia",2210256976945.38,143201676,0,"1"
"459",2012,4,"Singapore",290673681683.604,5312437,0,"0"
"460",2012,5,"Slovenia",46352802765.5763,2057159,0,"1"
"461",2012,16,"Serbia",40742313861.1374,7199077,0,"1"
"462",2012,4,"Switzerland",668043614122.87,7996861,0,"0"
"463",2012,5,"Slovakia",93413992955.8972,5407579,0,"0"
"464",2012,23,"Sweden",543880647757.404,9519374,0,"0"
"465",2012,4,"Thailand",397558094269.877,67843979,0,"0"
"466",2012,1,"Tajikistan",7633049792.09321,7995062,0,"1"
"467",2012,2,"Taiwan",NA,NA,0,"0"
"468",2012,10,"Trinidad and Tobago",25622915889.0133,1341588,0,"0"
"469",2012,3,"Tunisia",45044112939.3687,10886668,0,"0"
"470",2012,4,"Turkey",873982246102.45,74569867,0,"0"
"471",2012,1,"Uganda",23114293018.5101,36306796,0,"0"
"472",2012,25,"Ukraine",175781379051.433,45593300,0,"1"
"473",2012,250,"United States",1.6155255e+13,313993272,0,"0"
"474",2012,3,"Uzbekistan",51821573338.1312,29774500,0,"1"
"475",2012,1,"Venezuela",381286237847.667,29893080,0,"0"
